Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
Single,Holders of other higher courses,1,Communication Design,Daytime,3.0,1,3.0,5.0,3.0,3,Yes,No,No,1,Female,0.0,32.0,0.0,0.0,3.0,3.0,2,16.0,0,0,3,3.0,1,16.0,0,7.6,2.6,0.32,Dropout
Single,Change in course,1,Social Service (evening attendance),Evening,9.0,1,19.0,24.0,1.0,13,No,No,No,1,Female,0.0,29.0,0.0,0.0,6.0,10.0,6,11.666666666666666,0,0,6,7.0,6,11.0,0,7.6,2.6,0.32,Graduate
Single,Over 23 years old,1,Oral Hygiene,Daytime,1.0,1,13.0,28.0,10.0,9,No,No,No,1,Female,0.0,24.0,0.0,0.0,7.0,15.0,5,12.4,0,0,8,14.0,7,12.15,0,12.4,0.5,1.79,Enrolled
Single,Change in course,1,Oral Hygiene,Daytime,1.0,1,23.0,28.0,8.0,9,Yes,No,No,1,Female,0.0,22.0,0.0,0.0,7.0,14.0,6,10.744444444444444,1,0,8,10.0,8,11.8375,0,12.7,3.7,-1.7,Enrolled
Single,1st phase—general contingent,1,Social Service,Daytime,1.0,1,13.0,1.0,2.0,4,No,No,No,1,Female,0.0,21.0,0.0,0.0,6.0,0.0,0,0.0,0,0,6,0.0,0,0.0,0,15.5,2.8,-4.06,Dropout
Married,Over 23 years old,1,Nursing,Daytime,12.0,1,22.0,28.0,10.0,11,Yes,No,No,1,Female,0.0,39.0,0.0,0.0,7.0,12.0,4,12.0,0,0,7,13.0,4,12.5625,0,11.1,0.6,2.02,Dropout
Divorced,Over 23 years old,1,Veterinary Nursing,Daytime,1.0,1,22.0,27.0,10.0,10,No,No,No,0,Female,1.0,44.0,0.0,0.0,6.0,12.0,4,12.75,0,0,6,15.0,2,10.0,0,8.9,1.4,3.51,Enrolled
Single,1st phase—general contingent,1,Management,Daytime,1.0,1,22.0,27.0,10.0,10,Yes,No,No,1,Female,0.0,20.0,0.0,0.0,5.0,9.0,2,10.0,0,0,5,10.0,2,11.0,0,7.6,2.6,0.32,Enrolled
Single,Change in course,3,Nursing,Daytime,1.0,1,23.0,27.0,10.0,9,No,No,No,1,Female,0.0,21.0,0.0,11.0,14.0,26.0,12,13.417391304347827,1,11,14,26.0,12,13.417391304347827,1,7.6,2.6,0.32,Graduate
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,1.0,1,19.0,18.0,1.0,7,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,6.0,6.0,6,15.166666666666666,0,0,6,7.0,6,14.857142857142858,0,7.6,2.6,0.32,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,1.0,1,22.0,27.0,6.0,6,No,No,Yes,1,Female,0.0,34.0,0.0,0.0,6.0,10.0,5,13.833333333333334,0,0,6,13.0,5,12.5,0,16.2,0.3,-0.92,Graduate
Single,1st phase—general contingent,3,Veterinary Nursing,Daytime,1.0,1,8.0,14.0,12.0,12,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,5.0,6.0,5,13.333333333333334,0,0,5,7.0,4,14.8,0,7.6,2.6,0.32,Graduate
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,1.0,1,13.0,4.0,10.0,3,Yes,No,Yes,1,Female,0.0,19.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,12.7,3.7,-1.7,Enrolled
Single,1st phase—general contingent,1,Basic Education,Daytime,1.0,1,22.0,14.0,7.0,8,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,6.0,11.0,3,11.666666666666666,0,0,6,11.0,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout
Single,1st phase—general contingent,5,Veterinary Nursing,Daytime,1.0,1,3.0,14.0,3.0,4,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,12.0,5,15.0,0,0,6,9.0,6,13.428571428571429,0,16.2,0.3,-0.92,Graduate
Single,1st phase—general contingent,3,Nursing,Daytime,1.0,1,22.0,27.0,10.0,10,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,8.0,8.0,7,13.242857142857144,0,0,8,8.0,7,13.242857142857144,0,12.7,3.7,-1.7,Enrolled
Single,1st phase—general contingent,5,Equiniculture,Daytime,1.0,1,3.0,1.0,3.0,10,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,5.0,13.0,1,13.0,0,0,5,7.0,2,12.5,0,12.7,3.7,-1.7,Dropout
Single,1st phase—general contingent,2,Nursing,Daytime,1.0,1,3.0,27.0,5.0,8,Yes,No,No,1,Female,1.0,19.0,0.0,0.0,7.0,8.0,6,13.075,0,0,8,10.0,7,12.05,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,1.0,1,13.0,14.0,6.0,10,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,6.0,6.0,6,13.5,0,0,6,9.0,6,13.666666666666666,0,10.8,1.4,1.74,Graduate
Single, Technological specialization diploma holders,1,Management (evening attendance),Evening,14.0,1,22.0,27.0,8.0,8,Yes,No,No,1,Female,1.0,23.0,0.0,2.0,6.0,8.0,5,11.8,0,2,6,8.0,6,12.333333333333334,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase—general contingent,2,Tourism,Daytime,1.0,9,13.0,27.0,10.0,10,Yes,No,No,0,Female,0.0,18.0,1.0,0.0,6.0,7.0,5,12.6,0,0,6,6.0,5,11.8,0,11.1,0.6,2.02,Enrolled
Divorced,Change in course,1,Basic Education,Daytime,1.0,16,13.0,16.0,12.0,12,No,No,No,1,Female,0.0,33.0,1.0,0.0,6.0,6.0,6,12.166666666666666,0,0,6,9.0,3,11.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase—general contingent,2,Social Service,Daytime,1.0,1,13.0,28.0,10.0,10,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,9.0,6,12.166666666666666,0,0,6,9.0,6,11.0,0,8.9,1.4,3.51,Graduate
Single,Change in course,3,Animation and Multimedia Design,Daytime,1.0,1,22.0,28.0,8.0,8,Yes,No,No,1,Female,0.0,21.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase—general contingent,6,Nursing,Daytime,1.0,1,13.0,14.0,10.0,10,No,No,No,1,Female,0.0,18.0,0.0,0.0,7.0,7.0,7,13.557142857142855,0,0,8,9.0,8,13.2,0,12.4,0.5,1.79,Graduate
Single,3rd phase—general contingent,1,Management (evening attendance),Evening,1.0,1,23.0,28.0,6.0,6,No,No,No,1,Female,1.0,21.0,0.0,0.0,5.0,6.0,4,12.25,0,0,5,8.0,4,11.8,0,10.8,1.4,1.74,Enrolled
Single,2nd phase—general contingent,2,Communication Design,Daytime,1.0,1,13.0,28.0,5.0,8,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,6.0,6,14.333333333333334,0,0,6,6.0,6,13.5,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,1.0,1,19.0,28.0,1.0,6,Yes,No,No,1,Female,0.0,20.0,0.0,0.0,6.0,10.0,4,10.5,0,0,6,8.0,4,11.75,0,7.6,2.6,0.32,Graduate
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,1.0,1,22.0,27.0,1.0,6,Yes,No,No,1,Female,0.0,20.0,0.0,0.0,4.0,8.0,0,0.0,0,0,4,8.0,0,0.0,0,7.6,2.6,0.32,Dropout
Single,3rd phase—general contingent,5,Basic Education,Daytime,1.0,1,13.0,27.0,8.0,8,Yes,No,No,1,Female,0.0,20.0,0.0,0.0,6.0,10.0,4,12.75,0,0,6,14.0,3,11.333333333333334,0,10.8,1.4,1.74,Enrolled
Single,1st phase—general contingent,1,Social Service,Daytime,1.0,1,23.0,28.0,5.0,8,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,6.0,14.0,0,0.0,0,0,6,9.0,4,11.0,0,7.6,2.6,0.32,Enrolled
Single,Change in course,2,Management,Daytime,1.0,1,13.0,27.0,6.0,10,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,5.0,10.0,1,14.0,0,0,5,10.0,1,14.0,0,7.6,2.6,0.32,Enrolled
Single,1st phase—general contingent,2,Nursing,Daytime,1.0,1,22.0,27.0,8.0,8,Yes,No,No,1,Female,1.0,20.0,0.0,0.0,7.0,9.0,7,14.093333333333332,0,0,8,8.0,8,15.0,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,1,Social Service,Daytime,1.0,1,22.0,27.0,6.0,7,No,No,No,1,Female,1.0,21.0,0.0,0.0,6.0,6.0,6,13.333333333333334,0,0,6,8.0,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate
Single,Change in course,1,Nursing,Daytime,1.0,1,23.0,14.0,10.0,6,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,8.0,12.0,7,12.071428571428571,0,0,8,12.0,7,12.071428571428571,0,12.7,3.7,-1.7,Graduate
Single,1st phase—general contingent,3,Tourism,Daytime,1.0,1,13.0,1.0,8.0,10,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,6.0,6.0,6,12.666666666666666,0,0,6,6.0,6,12.5,0,12.4,0.5,1.79,Graduate
Single,Over 23 years old,1,Veterinary Nursing,Daytime,1.0,1,22.0,27.0,10.0,10,Yes,No,Yes,1,Female,0.0,27.0,0.0,0.0,6.0,11.0,6,12.125,0,0,6,16.0,5,12.0,0,12.4,0.5,1.79,Enrolled
Single,1st phase—general contingent,2,Nursing,Daytime,1.0,1,13.0,28.0,8.0,10,Yes,No,No,1,Female,1.0,21.0,0.0,0.0,7.0,9.0,7,13.2,0,0,8,9.0,7,13.2575,0,15.5,2.8,-4.06,Graduate
Single,2nd phase—general contingent,4,Nursing,Daytime,1.0,1,3.0,14.0,5.0,8,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,7.0,8.0,7,14.15,0,0,8,8.0,8,14.51125,0,15.5,2.8,-4.06,Graduate
Single,2nd phase—general contingent,1,Basic Education,Daytime,1.0,1,23.0,27.0,6.0,8,Yes,No,Yes,1,Female,0.0,18.0,0.0,0.0,6.0,12.0,4,13.5,0,0,6,14.0,3,10.666666666666666,0,10.8,1.4,1.74,Enrolled
Single,Change in course,1,Basic Education,Daytime,1.0,1,22.0,27.0,10.0,10,No,No,Yes,0,Female,0.0,28.0,0.0,0.0,6.0,0.0,0,0.0,0,0,5,10.0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Oral Hygiene,Daytime,1.0,1,29.0,30.0,3.0,3,No,No,No,1,Female,0.0,36.0,0.0,0.0,7.0,13.0,5,12.2,0,0,7,14.0,3,11.4,0,11.1,0.6,2.02,Dropout
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,1.0,1,23.0,28.0,10.0,11,Yes,No,No,1,Female,0.0,20.0,0.0,0.0,5.0,6.0,5,14.8,1,0,5,6.0,5,14.0,0,12.7,3.7,-1.7,Graduate
Single,1st phase—general contingent,1,Social Service,Daytime,1.0,1,23.0,28.0,1.0,8,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,8.0,5,11.0,0,0,6,13.0,5,11.4,0,7.6,2.6,0.32,Graduate
Single,1st phase—general contingent,1,Management (evening attendance),Evening,1.0,1,13.0,27.0,10.0,10,Yes,No,No,1,Female,0.0,20.0,0.0,0.0,5.0,10.0,0,0.0,0,0,5,10.0,0,0.0,3,7.6,2.6,0.32,Enrolled
Single,2nd phase—general contingent,2,Veterinary Nursing,Daytime,1.0,1,22.0,27.0,10.0,8,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,5.0,15.0,3,14.0,3,0,5,10.0,4,11.75,1,9.4,-0.8,-3.12,Enrolled
Married,Over 23 years old,1,Social Service (evening attendance),Evening,1.0,1,22.0,28.0,4.0,8,No,No,No,1,Female,0.0,28.0,0.0,0.0,6.0,8.0,5,11.833333333333334,0,0,6,6.0,6,13.0,0,16.2,0.3,-0.92,Graduate
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,1.0,1,22.0,1.0,8.0,1,No,No,No,1,Female,0.0,20.0,0.0,0.0,5.0,7.0,4,11.75,0,0,5,7.0,5,11.8,1,7.6,2.6,0.32,Graduate
Single,Transfer,1,Tourism,Daytime,1.0,1,23.0,27.0,2.0,2,Yes,No,No,1,Female,0.0,28.0,0.0,8.0,14.0,22.0,12,12.333333333333334,0,3,12,20.0,8,12.0,0,9.4,-0.8,-3.12,Graduate
Single,Change in course,1,Management (evening attendance),Evening,14.0,1,22.0,27.0,10.0,10,No,No,No,1,Female,0.0,24.0,0.0,3.0,10.0,16.0,3,11.666666666666666,0,3,10,24.0,6,11.833333333333334,0,9.4,-0.8,-3.12,Dropout
Single, Technological specialization diploma holders,1,Veterinary Nursing,Daytime,14.0,1,1.0,29.0,4.0,10,Yes,No,No,1,Female,0.0,20.0,0.0,1.0,6.0,9.0,6,12.666666666666666,0,1,6,10.0,4,11.5,0,13.9,-0.3,0.79,Enrolled
Single,2nd phase—general contingent,2,Basic Education,Daytime,1.0,1,22.0,27.0,6.0,7,Yes,No,No,1,Female,0.0,22.0,0.0,0.0,6.0,9.0,4,12.25,0,0,6,8.0,5,11.6,0,10.8,1.4,1.74,Enrolled
Single,2nd phase—general contingent,2,Tourism,Daytime,1.0,1,1.0,4.0,5.0,5,No,No,No,1,Female,1.0,18.0,0.0,0.0,6.0,7.0,6,11.285714285714286,0,0,6,9.0,4,13.5,0,16.2,0.3,-0.92,Graduate
Single,1st phase—general contingent,5,Management,Daytime,1.0,1,23.0,28.0,10.0,10,Yes,No,Yes,0,Female,0.0,22.0,0.0,0.0,5.0,12.0,2,11.5,0,0,5,12.0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,1st phase—general contingent,5,Tourism,Daytime,1.0,1,22.0,27.0,10.0,8,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,6.0,10.0,6,11.666666666666666,0,0,6,10.0,4,12.25,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,1,Nursing,Daytime,1.0,1,13.0,27.0,6.0,6,No,No,No,1,Female,1.0,21.0,0.0,0.0,8.0,8.0,7,13.514285714285714,0,0,8,8.0,7,13.514285714285714,0,12.7,3.7,-1.7,Graduate
Single,2nd phase—general contingent,6,Journalism and Communication,Daytime,1.0,1,1.0,1.0,5.0,3,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,7.0,6,13.0,0,0,6,9.0,6,13.714285714285714,0,7.6,2.6,0.32,Graduate
Single,1st phase—special contingent (Azores Island),1,Basic Education,Daytime,1.0,1,1.0,28.0,6.0,9,Yes,No,No,1,Female,0.0,22.0,0.0,0.0,6.0,11.0,3,15.0,0,0,6,11.0,4,10.25,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase—general contingent,1,Nursing,Daytime,1.0,1,23.0,28.0,6.0,6,Yes,No,No,1,Female,1.0,20.0,0.0,0.0,8.0,8.0,7,12.744285714285716,0,0,8,8.0,7,12.744285714285716,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,1,Management,Daytime,1.0,1,22.0,27.0,29.0,33,No,No,No,1,Female,0.0,20.0,0.0,0.0,5.0,10.0,4,11.75,0,0,5,8.0,5,11.8,0,11.1,0.6,2.02,Graduate
Single,2nd phase—general contingent,1,Social Service (evening attendance),Evening,1.0,1,22.0,27.0,6.0,7,Yes,No,Yes,1,Female,0.0,19.0,0.0,0.0,6.0,6.0,6,12.166666666666666,0,0,6,7.0,6,11.666666666666666,0,10.8,1.4,1.74,Graduate
Single,2nd phase—general contingent,1,Animation and Multimedia Design,Daytime,1.0,1,1.0,1.0,8.0,4,Yes,No,No,1,Female,0.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,15.5,2.8,-4.06,Enrolled
Single,1st phase—general contingent,2,Communication Design,Daytime,1.0,1,13.0,28.0,10.0,10,Yes,No,No,1,Female,1.0,20.0,0.0,1.0,6.0,9.0,5,13.4,1,0,6,9.0,6,12.375,0,13.9,-0.3,0.79,Graduate
Single,1st phase—general contingent,1,Social Service,Daytime,1.0,1,19.0,28.0,1.0,8,Yes,No,No,1,Female,0.0,20.0,0.0,0.0,6.0,9.0,5,11.8,0,0,6,10.0,4,11.5,0,7.6,2.6,0.32,Dropout
Single,1st phase—general contingent,3,Nursing,Daytime,1.0,1,1.0,27.0,5.0,10,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,7.0,7.0,6,13.533333333333331,0,0,7,7.0,6,13.533333333333331,0,7.6,2.6,0.32,Graduate
Single,1st phase—general contingent,1,Tourism,Daytime,1.0,1,13.0,14.0,10.0,10,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,6.0,7.0,6,14.166666666666666,0,0,6,10.0,4,14.0,0,15.5,2.8,-4.06,Graduate
Single,1st phase—general contingent,1,Nursing,Daytime,1.0,1,23.0,27.0,8.0,9,No,No,No,1,Female,1.0,18.0,0.0,0.0,7.0,7.0,7,14.652857142857142,0,0,8,9.0,8,14.755555555555556,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,1.0,1,1.0,28.0,5.0,10,Yes,No,No,0,Female,0.0,19.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,7.6,2.6,0.32,Dropout
Single,1st phase—general contingent,1,Management,Daytime,1.0,18,22.0,27.0,10.0,10,No,No,No,1,Male,0.0,20.0,1.0,0.0,5.0,5.0,5,13.6,0,0,5,7.0,5,13.0,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,1,Tourism,Daytime,1.0,1,13.0,1.0,4.0,8,No,No,No,1,Female,1.0,22.0,0.0,0.0,6.0,9.0,6,12.833333333333334,0,0,6,6.0,4,13.25,0,16.2,0.3,-0.92,Graduate
Single,1st phase—general contingent,1,Social Service,Daytime,1.0,1,13.0,27.0,6.0,5,Yes,No,No,1,Female,1.0,18.0,0.0,0.0,6.0,6.0,6,14.666666666666666,0,0,6,6.0,6,15.166666666666666,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase—general contingent,2,Journalism and Communication,Daytime,1.0,1,1.0,1.0,5.0,9,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,6.0,6,13.333333333333334,0,0,6,6.0,6,14.666666666666666,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,1,Social Service,Daytime,1.0,1,13.0,27.0,10.0,10,No,No,No,0,Female,1.0,20.0,0.0,0.0,6.0,10.0,5,13.4,0,0,6,9.0,5,11.4,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,2,Nursing,Daytime,1.0,1,23.0,27.0,6.0,7,Yes,No,No,1,Female,1.0,19.0,0.0,0.0,7.0,9.0,7,13.3125,0,0,8,8.0,8,15.6375,0,13.9,-0.3,0.79,Graduate
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,1.0,1,13.0,27.0,6.0,7,Yes,No,Yes,0,Female,0.0,18.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,8.9,1.4,3.51,Dropout
Single,1st phase—general contingent,6,Journalism and Communication,Daytime,1.0,1,1.0,27.0,4.0,4,Yes,No,Yes,0,Female,0.0,20.0,0.0,0.0,4.0,4.0,0,0.0,0,0,5,5.0,0,0.0,0,12.4,0.5,1.79,Dropout
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,1.0,1,1.0,2.0,10.0,4,Yes,No,No,1,Female,1.0,19.0,0.0,0.0,6.0,7.0,6,12.333333333333334,0,0,6,6.0,6,13.5,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase—general contingent,3,Journalism and Communication,Daytime,1.0,1,1.0,14.0,6.0,8,No,No,No,1,Female,0.0,18.0,0.0,0.0,6.0,6.0,6,13.5,0,0,6,6.0,6,13.333333333333334,0,12.4,0.5,1.79,Enrolled
Single,1st phase—special contingent (Madeira Island),4,Social Service,Daytime,1.0,1,22.0,27.0,10.0,10,Yes,No,No,1,Female,0.0,18.0,0.0,0.0,6.0,8.0,5,13.0,0,0,6,7.0,6,11.833333333333334,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,1,Advertising and Marketing Management,Daytime,1.0,1,19.0,28.0,1.0,5,No,No,No,1,Female,0.0,22.0,0.0,0.0,5.0,6.0,2,12.5,0,0,5,5.0,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase—general contingent,1,Social Service,Daytime,1.0,1,22.0,27.0,10.0,10,No,No,No,1,Female,0.0,18.0,0.0,0.0,6.0,10.0,6,17.0,0,0,6,11.0,6,16.0,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,1,Social Service,Daytime,1.0,1,13.0,1.0,10.0,10,Yes,No,No,1,Female,0.0,20.0,0.0,0.0,6.0,7.0,6,13.5,0,0,6,6.0,6,13.0,0,10.8,1.4,1.74,Graduate
Single,2nd phase—general contingent,2,Tourism,Daytime,1.0,1,13.0,28.0,6.0,6,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,6.0,7.0,6,12.714285714285714,0,0,6,6.0,6,11.833333333333334,0,8.9,1.4,3.51,Graduate
Single,Change in course,1,Nursing,Daytime,1.0,1,23.0,14.0,6.0,9,No,No,No,1,Female,1.0,19.0,0.0,0.0,7.0,9.0,6,13.0,0,0,8,11.0,8,13.927272727272726,0,16.2,0.3,-0.92,Graduate
Single, Technological specialization diploma holders,1,Social Service,Daytime,14.0,1,23.0,14.0,6.0,1,No,No,No,1,Female,0.0,21.0,0.0,3.0,6.0,7.0,6,12.571428571428571,0,2,6,6.0,6,13.5,0,12.4,0.5,1.79,Graduate
Single,2nd phase—general contingent,2,Social Service (evening attendance),Evening,1.0,1,13.0,1.0,6.0,6,Yes,No,No,1,Female,1.0,19.0,0.0,0.0,6.0,10.0,4,11.5,0,0,6,11.0,6,11.5,0,9.4,-0.8,-3.12,Dropout
Single,1st phase—general contingent,6,Social Service,Daytime,1.0,1,23.0,1.0,8.0,5,Yes,No,No,1,Female,1.0,19.0,0.0,0.0,6.0,6.0,6,13.5,0,0,6,7.0,6,13.285714285714286,0,11.1,0.6,2.02,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,1.0,1,22.0,27.0,6.0,5,No,No,No,1,Female,0.0,45.0,0.0,0.0,6.0,8.0,5,13.6,0,0,6,7.0,5,13.0,0,15.5,2.8,-4.06,Enrolled
Married,Over 23 years old,1,Veterinary Nursing,Daytime,1.0,1,21.0,26.0,13.0,6,No,No,No,0,Female,1.0,28.0,0.0,0.0,5.0,14.0,1,12.0,3,0,5,5.0,0,0.0,5,9.4,-0.8,-3.12,Dropout
Married,Change in course,1,Nursing,Daytime,1.0,1,3.0,3.0,3.0,3,No,No,No,1,Female,0.0,28.0,0.0,0.0,7.0,8.0,7,14.95,0,0,8,8.0,8,14.7375,0,13.9,-0.3,0.79,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,1.0,1,23.0,14.0,10.0,6,No,No,Yes,1,Female,0.0,25.0,0.0,0.0,5.0,10.0,4,11.25,0,0,5,9.0,4,12.0,0,12.7,3.7,-1.7,Enrolled
Single,Change in course,1,Advertising and Marketing Management,Daytime,1.0,1,1.0,28.0,5.0,5,No,No,Yes,0,Female,0.0,19.0,0.0,0.0,6.0,13.0,3,10.666666666666666,0,0,6,6.0,4,12.25,0,15.5,2.8,-4.06,Dropout
Single,1st phase—general contingent,5,Nursing,Daytime,1.0,1,23.0,28.0,10.0,6,Yes,No,No,1,Female,0.0,19.0,0.0,0.0,8.0,8.0,7,14.992857142857142,0,0,8,8.0,7,14.992857142857142,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,2,Management,Daytime,1.0,1,23.0,28.0,10.0,6,Yes,No,No,1,Male,0.0,20.0,0.0,0.0,5.0,12.0,3,10.5,0,0,5,10.0,4,11.25,0,12.4,0.5,1.79,Enrolled
Single,1st phase—general contingent,3,Social Service,Daytime,1.0,1,1.0,1.0,10.0,10,Yes,No,No,1,Male,0.0,22.0,0.0,0.0,6.0,6.0,4,11.25,0,0,6,7.0,3,11.0,0,8.9,1.4,3.51,Enrolled
Single,Change in course,1,Journalism and Communication,Daytime,1.0,1,23.0,14.0,10.0,10,Yes,No,No,1,Male,1.0,20.0,0.0,0.0,6.0,6.0,6,12.333333333333334,0,0,6,7.0,6,14.0,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,4,Nursing,Daytime,1.0,1,13.0,27.0,8.0,8,Yes,No,No,1,Male,0.0,20.0,0.0,0.0,7.0,7.0,6,13.016666666666666,0,0,7,7.0,6,13.016666666666666,0,7.6,2.6,0.32,Enrolled
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,1.0,1,23.0,14.0,5.0,12,No,No,Yes,0,Male,0.0,20.0,0.0,0.0,5.0,7.0,3,11.333333333333334,0,0,5,8.0,2,11.5,0,7.6,2.6,0.32,Dropout
Single,Over 23 years old,1,Veterinary Nursing,Daytime,15.0,1,3.0,2.0,4.0,3,Yes,No,No,1,Female,0.0,27.0,0.0,0.0,6.0,7.0,6,16.142857142857142,0,0,6,7.0,6,14.666666666666666,0,13.9,-0.3,0.79,Graduate
Single,Change in institution/course,1,Veterinary Nursing,Daytime,1.0,1,1.0,1.0,10.0,5,No,No,No,1,Female,0.0,22.0,0.0,0.0,6.0,8.0,6,14.833333333333334,0,0,6,10.0,5,13.833333333333334,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,3,Nursing,Daytime,1.0,1,22.0,27.0,10.0,10,Yes,No,Yes,0,Female,0.0,19.0,0.0,0.0,8.0,8.0,7,13.327142857142857,0,0,8,8.0,7,13.327142857142857,0,10.8,1.4,1.74,Dropout
Single,2nd phase—general contingent,1,Social Service,Daytime,1.0,1,13.0,28.0,4.0,4,Yes,No,No,0,Female,0.0,19.0,0.0,0.0,6.0,13.0,4,11.0,0,0,6,13.0,2,11.5,0,12.7,3.7,-1.7,Dropout
Single,1st phase—general contingent,1,Communication Design,Daytime,1.0,1,4.0,29.0,3.0,3,Yes,No,No,1,Female,0.0,18.0,0.0,1.0,6.0,10.0,6,11.714285714285714,1,0,6,15.0,6,10.375,0,13.9,-0.3,0.79,Enrolled
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,1.0,1,3.0,3.0,3.0,6,Yes,No,No,1,Female,0.0,19.0,0.0,6.0,12.0,13.0,12,12.333333333333334,0,4,11,12.0,10,12.727272727272728,0,8.9,1.4,3.51,Dropout
Single,3rd phase—general contingent,4,Basic Education,Daytime,1.0,1,13.0,27.0,10.0,7,Yes,No,Yes,0,Female,0.0,20.0,0.0,0.0,7.0,9.0,0,0.0,0,0,6,6.0,0,0.0,0,11.1,0.6,2.02,Dropout
Married,Change in course,1,Management (evening attendance),Evening,1.0,1,23.0,14.0,4.0,4,No,No,No,0,Female,0.0,39.0,0.0,11.0,15.0,15.0,12,11.916666666666666,0,8,13,14.0,8,11.25,0,10.8,1.4,1.74,Dropout
